id,inst_f1,chord_f1,time_sig_acc,pitch_oa,velocity_oa,duration_oa,chroma_sim,groove_sim,note_density_nrmse
0,0.9526341,0.6252984,1.0000000,0.8032618,0.5927656,0.5108371,0.7607754,0.5340575,0.3869966
1,0.9596360,0.8401281,1.0000000,0.8537951,0.8109144,0.5650798,0.7306422,0.8677791,0.1877668
2,0.9872000,0.5353881,1.0000000,0.7479921,0.6618578,0.6552754,0.8067383,0.7281936,0.3949116
3,0.8794969,1.0000000,1.0000000,0.8362960,0.4600338,0.5561731,0.7466873,0.7257015,0.4255968
4,0.9334332,0.6095911,1.0000000,0.8697331,0.5040436,0.6862590,0.9089319,0.6482496,0.1028629
5,0.9436993,0.4060557,1.0000000,0.6843791,0.7664435,0.7808898,0.8587503,0.8747939,0.1573396
6,0.9234770,0.7659264,1.0000000,0.6751423,0.6847189,0.4055253,0.7002686,0.8081653,0.3909042
7,1.0000000,0.2495147,1.0000000,0.5981901,0.7093174,0.4740709,0.7299802,0.6314907,0.3906993
8,0.9892335,0.5351451,1.0000000,0.6405014,0.5748046,0.6026328,0.8506462,0.7962978,0.4644023
9,0.8783045,0.6022282,1.0000000,0.7557317,0.9183042,0.4556595,0.9609180,0.5057593,0.2426832
10,1.0000000,0.4648240,1.0000000,0.6492920,0.6892666,0.6756018,0.6872237,0.7544817,0.3978579
11,0.9663816,0.1703241,1.0000000,0.8488325,0.7309931,0.5115435,0.5750501,0.9163684,0.1096879
12,1.0000000,1.0000000,1.0000000,0.8555982,0.5025114,0.6341096,0.6646846,0.6776892,0.2916663
13,1.0000000,0.6698307,1.0000000,0.6265035,0.6390592,0.3913758,0.7259943,0.8434499,0.4418371
14,0.9644925,0.4785972,1.0000000,0.9362518,0.7375758,0.7550873,0.8740863,0.7036288,0.3104022
15,0.8674935,0.6360833,1.0000000,0.6812393,0.6927622,0.4300927,0.8239898,0.6017269,0.4135493
16,0.7846458,0.2559860,1.0000000,0.7345152,0.7813568,0.7263713,0.6946653,0.5467075,0.6431657
17,0.9680996,0.5206960,1.0000000,0.6220025,0.3963922,0.6618440,0.5774788,0.6544609,0.1729160
18,1.0000000,0.0371371,1.0000000,0.8212931,0.4590267,0.4281575,0.6455065,0.5145027,0.2795751
19,1.0000000,0.9242194,1.0000000,0.6271183,0.6976349,0.4280327,0.6795504,0.6655781,0.1834165
20,1.0000000,0.4799972,1.0000000,0.9106005,0.6514890,0.5736080,0.7919120,0.5310022,0.3205681
21,0.9893340,0.0575999,1.0000000,0.7285776,0.6734144,0.5721009,0.5075844,0.8008194,0.3672180
22,1.0000000,1.0000000,1.0000000,0.7898523,0.5572988,0.5296874,0.8102937,0.5576624,0.2442210
23,1.0000000,0.6264483,1.0000000,0.7722469,0.8364113,0.4342248,0.5692172,0.8831636,0.3194370
24,0.9632747,0.4300278,1.0000000,0.9675915,0.7126961,0.3029286,0.6430536,0.6262989,0.2323876
25,0.9888681,0.7501214,1.0000000,0.7198775,0.2516960,0.7883140,0.7496940,0.5397561,0.4800068
26,0.9892926,0.6893725,1.0000000,0.8598361,0.2733272,0.4223240,0.5960644,0.6408925,0.3136698
27,1.0000000,0.6140239,1.0000000,0.7911786,0.6246195,0.7514267,0.7465527,0.5316200,0.1340266
28,0.9778372,0.4665276,1.0000000,0.6649097,0.5880185,0.4990977,0.8838519,0.4651530,0.4606328
29,1.0000000,0.7612265,1.0000000,0.7489280,0.8461834,0.5018197,0.5947923,0.4594008,0.3483945
30,0.8129385,1.0000000,1.0000000,0.9055374,0.5119210,0.2316674,0.5356511,0.6746441,0.4440335
31,0.9832103,0.5043588,1.0000000,0.7068704,0.6384237,0.4259390,0.8017587,0.5351031,0.5461600
32,0.9617200,0.5652833,1.0000000,0.8065215,0.8107096,0.3129073,0.8083118,0.6295821,0.5508768
33,0.9137855,0.4033418,1.0000000,0.8661139,0.5602962,0.5709075,0.9698996,0.7592345,0.1471368
34,0.9802972,0.8625932,1.0000000,0.7474954,0.6812872,0.7304730,0.7921175,0.7726712,0.4251900
35,0.9792328,0.2319421,1.0000000,0.8777896,0.7047185,0.6165946,0.7543052,0.6184540,0.2361170
36,0.9881968,0.0671520,1.0000000,0.8276272,0.7264942,0.4644566,0.8133397,0.7614366,0.5662602
37,0.9789534,0.1317558,1.0000000,0.8110989,0.6669942,0.4728046,0.8343134,0.3985826,0.2966824
38,0.9892029,0.6959235,1.0000000,0.8446122,0.7879639,0.2267863,0.8304002,0.5905852,0.5506460
39,0.9656671,1.0000000,1.0000000,0.8772886,0.7007175,0.4970115,0.8781894,0.4995691,0.2651502
40,0.7191290,0.5752790,1.0000000,0.9147953,0.5079887,0.5109101,0.7793803,0.7468180,0.5561971
41,0.9209139,0.4587193,1.0000000,0.7484806,0.2645432,0.5954059,0.4209707,0.8887020,0.1025522
42,0.9889515,0.6862771,1.0000000,0.8912559,0.6542167,0.5456787,0.7156725,0.8097958,0.2666329
43,1.0000000,1.0000000,1.0000000,0.9154601,0.4649937,0.3355017,0.8037303,0.4891597,0.1815331
44,0.9257345,0.6649895,1.0000000,0.8104305,0.5379145,0.4855748,0.8369329,0.7140512,0.3169700
45,0.9893332,0.2867197,1.0000000,0.8071801,0.5620738,0.7396725,0.7283070,0.7057195,0.1620976
46,0.9330680,0.5643730,1.0000000,0.8089157,0.7440065,0.5580721,0.8579885,0.9395002,0.4983084
47,0.9776920,0.7285738,1.0000000,0.4459659,0.6103769,0.4490698,0.8046304,0.7285220,0.3797440
48,1.0000000,0.3694942,1.0000000,0.6934835,0.6106398,0.7078078,0.8924160,0.7372811,0.4521711
49,1.0000000,1.0000000,1.0000000,0.8369567,0.7100503,0.6765058,0.8899150,0.6937417,0.6253029
50,1.0000000,1.0000000,1.0000000,0.3786530,0.5107524,0.2392824,0.8415754,0.7644592,0.6439022
51,0.9087811,0.7745650,1.0000000,0.5460391,0.7561265,0.1909118,0.5715053,0.5915659,0.2910653
52,0.9887638,0.8229614,1.0000000,0.4606588,0.3554520,0.6801666,0.7133939,0.5481929,0.1899811
53,0.9842670,0.3128794,1.0000000,0.6909171,0.7311979,0.5878487,0.7090734,0.7125381,0.2871758
54,0.9875400,0.9123544,1.0000000,0.6765724,0.7064918,0.7224701,0.7424910,0.5867777,0.6498715
55,0.9667862,1.0000000,1.0000000,0.8930208,0.5631488,0.5227410,0.7772292,0.4107508,0.3722529
56,0.9277001,0.6147123,1.0000000,0.5539180,0.6709561,0.3761618,0.8568254,0.5418143,0.1912839
