id,inst_f1,chord_f1,time_sig_acc,pitch_oa,velocity_oa,duration_oa,chroma_sim,groove_sim,note_density_nrmse
0,0.9658402,1.0000000,1.0000000,0.9457489,0.8232991,0.5862288,0.8018311,0.5934052,0.4338763
1,1.0000000,0.1587358,1.0000000,0.7106065,0.5371678,0.7227056,0.7670285,0.3111649,0.4821096
2,0.9680720,1.0000000,1.0000000,0.7433016,0.5535115,0.7542736,0.7328222,0.4799613,0.3075902
3,0.9882755,0.6867207,1.0000000,0.7702637,0.7290553,0.5236005,0.7019996,0.7452926,0.2240440
4,0.9888963,0.3600184,1.0000000,0.8608973,0.5764699,0.7361215,0.6945510,0.4650075,0.5008574
5,0.7768910,0.5380543,1.0000000,0.6430987,0.7067199,0.7369350,0.7440122,0.3232558,0.5041207
6,0.9745534,0.2355917,1.0000000,0.6960300,0.5950077,0.7140179,0.5600202,0.8786537,0.7923838
7,0.9850668,1.0000000,1.0000000,0.8411560,0.7945799,0.5480185,0.9161062,0.7415513,0.2566530
8,0.9562424,0.8030639,0.9687500,0.4589848,0.6954755,0.3606246,0.7254287,0.8027678,0.4345435
9,1.0000000,0.3422483,0.9687500,0.7365536,0.8185772,0.6474752,0.8205945,0.7859451,0.2619108
10,0.9887804,0.2562290,1.0000000,0.8573058,0.5813248,0.7134393,0.8743119,0.6700287,0.1831806
11,0.9879204,0.6554436,1.0000000,0.8108033,0.6126434,0.4142550,0.8072848,0.3669369,0.1988822
12,0.9837471,0.4233062,1.0000000,0.8480875,0.5607829,0.4812146,0.6372787,0.6813674,0.4174440
13,0.9661837,1.0000000,1.0000000,0.7469469,0.6226161,0.6261088,0.7469121,0.7139738,0.2257500
14,0.8654331,0.3298444,1.0000000,0.8653494,0.6876458,0.4743047,0.5966840,0.6831673,0.3574825
15,1.0000000,0.5719056,1.0000000,0.4382545,0.7509598,0.5666408,0.9204032,0.6142564,0.1991366
16,0.9841311,1.0000000,1.0000000,0.6820175,0.5309092,0.5987061,0.8864558,0.2881678,0.3780238
17,0.9733189,1.0000000,1.0000000,0.5777326,0.5247689,0.3507751,0.6644255,0.6569368,0.4739301
18,0.9888333,0.3027988,0.9687500,0.9415829,0.7111567,0.2237874,0.7143070,0.5439381,0.2762245
19,0.9887808,0.6249921,1.0000000,0.7589624,0.7998799,0.6112175,0.4683665,0.2698037,0.3008664
20,1.0000000,0.2007309,1.0000000,0.8730417,0.7483405,0.4902193,0.4019392,0.3688918,0.4628050
21,1.0000000,0.2345415,1.0000000,0.7612400,0.6737042,0.5069009,0.7242087,0.6714308,0.1905640
22,0.9888911,0.4818706,1.0000000,0.4651371,0.6373539,0.2193088,0.8391901,0.4358852,0.2526695
23,0.8094227,0.2943016,1.0000000,0.8755665,0.8844055,0.3856741,0.4164805,0.6969746,0.4336353
24,0.9882446,0.1431579,0.9687500,0.9221199,0.4884962,0.7681588,0.6113099,0.8470258,0.5280072
25,0.9004096,0.5132518,1.0000000,0.8355440,0.8109257,0.3836269,0.5874152,0.8591321,0.2301191
26,0.9862650,0.7599352,1.0000000,0.7178920,0.6291310,0.6117306,0.5409332,0.4654279,0.4288658
27,0.8673464,0.5204582,1.0000000,0.8439138,0.5730744,0.4779339,0.8168256,0.4293679,0.3275494
28,0.9785865,0.4239821,1.0000000,0.6563380,0.4292570,0.7370536,0.6955627,0.4416933,0.3888757
29,1.0000000,0.4700839,0.9375000,0.7720163,0.6645894,0.2379523,0.6195170,0.4357581,0.1845957
30,0.9604402,0.0194412,0.9687500,0.6789247,0.5311203,0.3993347,0.8917841,0.7531131,0.6547408
31,0.8886028,0.7265758,1.0000000,0.7593933,0.6558897,0.6549491,0.4155906,0.5612087,0.4573318
32,0.9884696,0.4334039,1.0000000,0.7055862,0.3445197,0.4990483,0.8671134,0.7306751,0.2906410
