id,inst_f1,chord_f1,time_sig_acc,pitch_oa,velocity_oa,duration_oa,chroma_sim,groove_sim,note_density_nrmse
0,0.9606621,0.0253359,1.0000000,0.8865100,0.3954576,0.6056357,0.5591435,0.3990437,0.2097787
1,0.9867471,0.0588088,1.0000000,0.9044619,0.6588737,0.4623765,0.9182812,0.2139989,0.3298989
2,0.7771828,1.0000000,1.0000000,0.7318478,0.3584075,0.5620681,0.7870918,0.5931196,0.4651591
3,0.9760083,1.0000000,1.0000000,0.8745792,0.3782830,0.3343754,0.7606893,0.5640724,0.3977041
4,0.9764738,0.4329364,0.9375000,0.9143679,0.4351537,0.7117362,0.8493951,0.5708027,0.0364674
5,0.9880526,0.2413784,1.0000000,0.7491521,0.8614206,0.4714912,0.7897563,0.8357951,0.3698402
6,0.8693160,0.5680866,1.0000000,0.8157718,0.8175564,0.7194671,0.9246564,0.4898787,0.4321909
7,0.9707419,0.5117162,1.0000000,0.8886943,0.6211611,0.7213348,0.8697219,0.2451908,0.3120838
8,0.9881946,0.4182209,1.0000000,0.5567549,0.6821622,0.4370788,0.6898705,0.6441998,0.3962500
9,1.0000000,1.0000000,1.0000000,0.7083792,0.7817309,0.3081362,0.7389252,0.6116760,0.2348984
10,0.9878017,0.4336373,0.9687500,0.6374395,0.5554778,0.2708493,0.4520285,0.5825278,0.4702087
11,0.9777401,0.4665113,1.0000000,0.8749138,0.4951928,0.4400151,0.6346022,0.7509780,0.4828965
12,0.9758305,0.0648138,1.0000000,0.5431725,0.8236349,0.4449589,0.8717318,0.6177608,0.4263056
13,1.0000000,1.0000000,1.0000000,0.8394890,0.7531719,0.2415254,0.6719435,0.7341629,0.4497218
14,0.9256951,0.2418223,1.0000000,0.5861817,0.7441854,0.6376768,0.5659629,0.3395512,0.3544122
15,1.0000000,0.4914827,0.9687500,0.7695884,0.8851791,0.4551855,0.8601434,0.6144135,0.3675337
16,0.9462742,0.2527768,1.0000000,0.7008798,0.5731163,0.7259978,0.3878427,0.4985627,0.1018132
17,1.0000000,0.5661031,1.0000000,0.8141398,0.8324172,0.4496331,0.8449595,0.2843428,0.3451766
18,0.9645288,0.4220577,1.0000000,0.6746942,0.5207257,0.2862843,0.8789871,0.5294618,0.2870814
19,0.9839166,0.4710288,1.0000000,0.5958072,0.6348420,0.3556744,0.4129415,0.2652780,0.3025595
20,0.9882187,0.6337808,1.0000000,0.7966684,0.8074045,0.6897685,0.7429249,0.2445756,0.3637312
21,0.9884094,0.5693570,0.9687500,0.6187853,0.4576195,0.4015876,0.5228386,0.6151215,0.7900407
22,0.9882758,0.5630264,1.0000000,0.6619073,0.6917290,0.3285029,0.8863695,0.3672864,0.3294197
23,0.9723439,0.5299896,1.0000000,0.5303953,0.5751021,0.5916119,0.8435187,0.6827344,0.5165236
24,0.9250887,0.4098319,0.9687500,0.6892503,0.7863403,0.5323941,0.7389010,0.6462315,0.1581953
25,0.9707910,1.0000000,1.0000000,0.6190206,0.6542584,0.7777727,0.6109471,0.5807366,0.2828219
26,0.9461880,0.1610564,1.0000000,0.5820625,0.1293454,0.6426853,0.8011268,0.5160440,0.5939843
27,1.0000000,0.8139838,1.0000000,0.6651225,0.5551547,0.4252834,0.8550230,0.5031013,0.1870119
28,0.9866458,1.0000000,0.9375000,0.4225682,0.8279811,0.5938147,0.7862789,0.3791893,0.6120044
29,1.0000000,0.6185975,0.9687500,0.7348899,0.7273657,0.3664956,0.7317747,0.7162105,0.1515209
30,1.0000000,0.6562675,1.0000000,0.4769177,0.7116075,0.4155128,0.8559889,0.6319438,0.1318713
31,0.9532445,0.3257394,0.9687500,0.6448868,0.7821059,0.6125510,0.5878693,0.2680888,0.2428618
32,0.9887125,0.5898207,1.0000000,0.8047387,0.8695182,0.4426427,0.9110001,0.7104974,0.4118389
33,0.9006556,0.4277110,1.0000000,0.8391153,0.3132952,0.5266372,0.6463577,0.4622803,0.5557537
34,0.9887112,0.5736278,1.0000000,0.7493898,0.6397027,0.1696047,0.9411583,0.6821117,0.2600724
35,0.9607761,0.5158551,1.0000000,0.6747918,0.5245543,0.2377904,0.7493683,0.2427159,0.4616610
36,1.0000000,0.6160042,1.0000000,0.4893750,0.5052892,0.8212342,0.9282200,0.2330754,0.2249299
37,0.9870393,0.5748447,1.0000000,0.7843675,0.9319853,0.6730682,0.7174623,0.4179062,0.6768724
38,0.9749254,0.7409357,1.0000000,0.4807809,0.6844347,0.3435246,0.7883348,0.6113427,0.4723839
39,0.9598298,0.0133749,1.0000000,0.7431022,0.7766964,0.3860899,0.7841961,0.3406359,0.4130741
40,0.9854610,0.5250533,1.0000000,0.6568764,0.6540772,0.5194341,0.7973612,0.3487092,0.2424862
41,0.8989030,0.2746410,1.0000000,0.5841279,0.4344601,0.6441930,0.5077771,0.5330363,0.2736988
42,1.0000000,0.5029305,0.9687500,0.5728822,0.5591820,0.6519860,0.6396463,0.7836267,0.2912481
43,1.0000000,0.3490251,0.9687500,0.5510493,0.6188710,0.3088831,0.6506341,0.6639981,0.3210152
44,0.8324041,0.6272767,1.0000000,0.8672133,0.4883032,0.3263255,0.8392713,0.5434763,0.3007159
45,0.9867730,0.3102976,1.0000000,0.7470251,0.8064952,0.7245781,0.8623744,0.3321779,0.3371273
46,0.9787778,0.2322042,1.0000000,0.9285837,0.7831645,0.5664579,0.8428338,0.7979716,0.3021582
47,0.9887110,0.0478028,1.0000000,0.5202908,0.7781985,0.5550138,0.8537436,0.2516710,0.4465157
48,0.9887125,0.3298449,1.0000000,0.8059014,0.5762545,0.4773968,0.8395457,0.7351484,0.5489237
49,1.0000000,0.5708401,1.0000000,0.6773965,0.5612508,0.3992157,0.3361663,0.2296111,0.5348604
50,0.9489692,0.4353912,1.0000000,0.7100706,0.5550374,0.6043465,0.6266093,0.6497257,0.2483989
51,0.9887125,0.6718897,1.0000000,0.9278826,0.8915601,0.1918749,0.7274094,0.7044584,0.4446010
52,0.9602386,0.2639778,0.9687500,0.9133486,0.1355265,0.5558448,0.6237648,0.6500990,0.3975470
53,1.0000000,0.2381918,1.0000000,0.7708103,0.5803919,0.6927744,0.4363787,0.6619910,0.2727371
54,0.9130609,0.4138943,1.0000000,0.6086040,0.5900594,0.6989517,0.7402128,0.7490919,0.5525682
55,0.6813531,0.0056495,1.0000000,0.8308810,0.8617644,0.2088357,0.7126620,0.6701113,0.2530210
56,0.9275183,1.0000000,1.0000000,0.7141035,0.6837280,0.4336767,0.8520704,0.6259509,0.4073905
57,1.0000000,0.5710483,1.0000000,0.9040467,0.8314519,0.4009480,0.8069120,0.3902290,0.3177747
58,0.9884138,1.0000000,1.0000000,0.6135466,0.4135334,0.6758178,0.5887777,0.4717701,0.4754271
59,0.9876500,0.4860080,1.0000000,0.6897151,0.3545688,0.4184623,0.7365509,0.3787659,0.2260116
60,0.9856368,0.7273913,1.0000000,0.7505017,0.6440180,0.3940198,0.7333842,0.4813098,0.3354309
61,0.9887098,1.0000000,1.0000000,0.8908976,0.7994223,0.3148144,0.7411992,0.6967684,0.2720289
62,0.9872204,0.6814867,0.9687500,0.8069650,0.4813203,0.3565217,0.6219302,0.7585809,0.2858486
63,1.0000000,0.3097683,0.9687500,0.8320059,0.5384513,0.6023323,0.8277024,0.5016920,0.2826700
64,0.9752057,0.3482841,1.0000000,0.5619946,0.4670298,0.5244401,0.5823816,0.2119527,0.3559930
65,1.0000000,0.5441278,0.9687500,0.6272889,0.5508933,0.5281847,0.8623124,0.2577440,0.3936523
66,0.9839533,0.4848585,1.0000000,0.5290915,0.8456407,0.7416950,0.6966816,0.6441072,0.4145276
67,0.8231610,0.5970366,1.0000000,0.8617492,0.6506392,0.3316577,0.7030519,0.6659580,0.1328844
68,0.9887122,0.5018654,1.0000000,0.8031224,0.7792611,0.5520144,0.8043426,0.6814362,0.1810689
69,0.9695838,0.3440137,1.0000000,0.8337661,0.3472152,0.3755245,0.5817341,0.4183061,0.3887067
70,1.0000000,0.3468152,1.0000000,0.6983665,0.8786283,0.3952511,0.7124235,0.3881884,0.3604556
71,0.9886984,0.5445595,1.0000000,0.6079532,0.5372544,0.4025069,0.9412438,0.6421354,0.3353922
72,0.9759494,0.6664615,1.0000000,0.9562850,0.6566597,0.7036917,0.6413311,0.4048035,0.6042278
